rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
270,alice-futures-research-opinion,@org-r64ixwde/alice-futures-research-opinion,543,0,3,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-15,1.0.0,调用万得 Alice Agent 的「期货研报观点」专业技能，可聚合国内商品期货机构研报观点，自动汇总多空方向、计算 Wind 情绪评分，并生成观点统计图表与结构化研报摘要，帮助用户快速掌握主流机构对某一期货品种的市场看法和核心逻辑。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key,调用万得 Alice Agent 的「期货研报观点」专业技能，可聚合国内商品期货机构研报观点，自动汇总多空方向、计算 Wind 情绪评分，并生成观点统计图表与结构化研报摘要，帮助用户快速掌握主流机构对某一期货品种的市场看法和核心逻辑。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key
271,omics-task-skill,@tencent-adm/omics-task-skill,543,0,3,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-15,1.0.4,腾讯健康组学平台(Omics) CLI 通用操作助手。通过 omics-platform-cli 完成：登录与配置、列公共应用与项目应用、发起 WDL / Nextflow 任务（本地 WDL、公共应用、项目内应用、COS 上的 NF 四种形态）、查询任务批次和子任务状态、debug 异步失败排查。本技能为通用入口，当用户明确指定专用应用（scBERT / IgGM / tFold / CD-GP,腾讯健康组学平台(Omics) CLI 通用操作助手。通过 omics-platform-cli 完成：登录与配置、列公共应用与项目应用、发起 WDL / Nextflow 任务（本地 WDL、公共应用、项目内应用、COS 上的 NF 四种形态）、查询任务批次和子任务状态、debug 异步失败排查。本技能为通用入口，当用户明确指定专用应用（scBERT / IgGM / tFold / CD-GP
272,wechat-similar-account-redfoxdata,@redfox-data/wechat-similar-account-redfoxdata,540,0,1,enterprise,content-creation,红狐数据,false,,,2026-06-08,2026-08-15,1.0.2,公众号创作者对标账号匹配工具，基于3层加权匹配体系（核心基础40%+运营变现35%+数据特征25%）推荐对标账号和头部账号。当用户需要公众号账号推荐、公众号对标、起号参考、账号投放选择时使用。触发词：公众号对标、相似账号、对标推荐、起号参考、账号匹配。,公众号创作者对标账号匹配工具，基于3层加权匹配体系（核心基础40%+运营变现35%+数据特征25%）推荐对标账号和头部账号。当用户需要公众号账号推荐、公众号对标、起号参考、账号投放选择时使用。触发词：公众号对标、相似账号、对标推荐、起号参考、账号匹配。
273,tuanduishenzhirenyuan,@org-mewz99wy/tuanduishenzhirenyuan,537,0,1,enterprise,business-ops,迟羽科技,false,,,2026-06-09,2026-08-16,1.0.0,团队神职人员，切勿闲聊。同修中国传统后天八卦与西方塔罗，专司一事——把 P0 焦虑、流量洪峰、被产品经理改需求的怨气，翻译成卦象与牌意，再还原成可执行的玄学技术指引。 服务边界：仅限团队内部娱乐，不涉医疗、不涉投资、不搞封建迷信。落点必正向、必可执行。 非：算命、风水、占卜、占星、测字、解卦、奇门、八卦、周易、六爻、玄学、塔罗、易经、命理、五行、紫微、八字、黄历、节气、心理、随机、抽签、安慰、起,团队神职人员，切勿闲聊。同修中国传统后天八卦与西方塔罗，专司一事——把 P0 焦虑、流量洪峰、被产品经理改需求的怨气，翻译成卦象与牌意，再还原成可执行的玄学技术指引。 服务边界：仅限团队内部娱乐，不涉医疗、不涉投资、不搞封建迷信。落点必正向、必可执行。 非：算命、风水、占卜、占星、测字、解卦、奇门、八卦、周易、六爻、玄学、塔罗、易经、命理、五行、紫微、八字、黄历、节气、心理、随机、抽签、安慰、起
274,ori-collection-skill,@tencent-adm/ori-collection-skill,535,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-16,1.0.4,腾讯健康组学平台(Omics) - ORI Collection (Nextflow) 公共应用合集专用运行助手。ORI是由腾讯生命科学实验室自主研发的蛋白质设计系统，包括蛋白质序列生成、结构与功能预测等系列模型，和目前主流的蛋白质设计、结构功能预测模型相比，有着准确率高、推理速度更快等核心优势仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 ,腾讯健康组学平台(Omics) - ORI Collection (Nextflow) 公共应用合集专用运行助手。ORI是由腾讯生命科学实验室自主研发的蛋白质设计系统，包括蛋白质序列生成、结构与功能预测等系列模型，和目前主流的蛋白质设计、结构功能预测模型相比，有着准确率高、推理速度更快等核心优势仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 
275,tencent-vod-intl,@tencent-adm/tencent-vod-intl,535,4,0,enterprise,it-ops-security,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-04-16,2026-08-15,1.1.3,"Tencent Cloud VOD (Video on Demand) command generation assistant. Must trigger whenever the user's request involves any VOD operation: [Upload] local/URL pull upload, expiration/SessionId/storage path","Tencent Cloud VOD (Video on Demand) command generation assistant. Must trigger whenever the user's request involves any VOD operation: [Upload] local/URL pull upload, expiration time/SessionId/storage"
276,scprotein-collection-skill,@tencent-adm/scprotein-collection-skill,533,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-14,1.0.4,腾讯健康组学平台(Omics) - scPROTEIN Collection (Nextflow) 公共应用合集专用运行助手。基于图神经网络架构的深度学习模型，可应用于质谱和抗体路线的单细胞蛋白组数据建模，降噪提升数据质量，对于bottom-up采集的多肽进行uncertainty估计仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics,腾讯健康组学平台(Omics) - scPROTEIN Collection (Nextflow) 公共应用合集专用运行助手。基于图神经网络架构的深度学习模型，可应用于质谱和抗体路线的单细胞蛋白组数据建模，降噪提升数据质量，对于bottom-up采集的多肽进行uncertainty估计仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics
277,eqxiu-store-skills,@org-qm8l8iwu/eqxiu-store-skills,532,14,1,enterprise,design-media,易企秀,true,北京中网易企秀科技有限公司,,2026-04-01,2026-08-15,1.0.2,,
278,douyin-hot-trend-redfox,@redfox-data/douyin-hot-trend-redfox,531,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-16,1.0.0,专注于获取抖音最新的热榜数据，每小时更新，包含热点事件、热度值和跳转链接；支持查询近7天、近30天历史热榜，并支持订阅定时推送。,专注于获取抖音最新的热榜数据，每小时更新，包含热点事件、热度值和跳转链接；支持查询近7天、近30天历史热榜，并支持订阅定时推送。
279,iggm-wdl-skill,@tencent-adm/iggm-wdl-skill,530,0,0,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-14,1.0.4,"腾讯健康组学平台(Omics) - IgGM(WDL) 公共应用专用运行助手。IgGM 是一个用于抗体设计的生成式基础模型，支持抗体CDR区域设计、全链设计和人源化设计等任务仅服务于本应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：IgGM(WDL), iggm(wdl), AI 模型, ai 模型, 蛋白质与抗体","腾讯健康组学平台(Omics) - IgGM(WDL) 公共应用专用运行助手。IgGM 是一个用于抗体设计的生成式基础模型，支持抗体CDR区域设计、全链设计和人源化设计等任务仅服务于本应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：IgGM(WDL), iggm(wdl), AI 模型, ai 模型, 蛋白质与抗体"
280,province-score-line,@tencent-adm/province-score-line,520,0,0,enterprise,education,元宝高考通,true,腾讯科技（深圳）有限公司,,2026-05-31,2026-08-14,0.1.2,"An information retrieval assistant for GaoKao regional score lines, designed to help candidates query admission cut-off scores, admission batches, and corres...",高考地区分数线信息检索助手，帮助考生查询录取分数线、录取批次及相应信息。
281,alice-a-share-short-term-strategy-report,@org-r64ixwde/alice-a-share-short-term-strategy-report,514,0,4,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-15,1.0.1,调用万得 Alice Agent 的「A股短线策略报告」专业技能，可在每日收盘后自动生成 A 股短线交易策略报告，覆盖大盘收盘综述、涨停板复盘、行业分布、热点概念、资金轮动和 AI 主线研判，帮助用户快速掌握当日市场热点与短线交易线索。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Ke,调用万得 Alice Agent 的「A股短线策略报告」专业技能，可在每日收盘后自动生成 A 股短线交易策略报告，覆盖大盘收盘综述、涨停板复盘、行业分布、热点概念、资金轮动和 AI 主线研判，帮助用户快速掌握当日市场热点与短线交易线索。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Ke
282,guosen-economy-query,@guosen-securities/guosen-economy-query,513,0,2,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-15,1.0.0,本技能由国信证券股份有限公司研发，提供全球宏观经济数据，支持快速获取多地1.0.0区、多指标的结构化数据，是宏观分析与市场观察的基础数据工具。,本技能由国信证券股份有限公司研发，提供全球宏观经济数据，支持快速获取多地1.0.0区、多指标的结构化数据，是宏观分析与市场观察的基础数据工具。
283,ixhlink-skills-novel-gen,@ixhlink/ixhlink-skills-novel-gen,512,0,3,enterprise,content-creation,星华智联科技,true,莆田市星华智联科技有限公司,,2026-06-29,2026-08-16,1.0.0,多平台中文网文分章节创作助手。支持番茄、七猫、起点、晋江、纵横、飞卢、豆瓣、知乎盐选等主流平台，按平台自动适配章节字数、节奏模式与润色风格。支持悬疑/言情/奇幻/科幻/历史等题材，10-200章长篇创作，结尾设置悬念钩子，深度润色去除AI痕迹；当用户要求：写网文、创作小说、分章节写作、连续剧情、章节悬念、长篇小说、番茄/起点/晋江小说时使用。,多平台中文网文分章节创作助手。支持番茄、七猫、起点、晋江、纵横、飞卢、豆瓣、知乎盐选等主流平台，按平台自动适配章节字数、节奏模式与润色风格。支持悬疑/言情/奇幻/科幻/历史等题材，10-200章长篇创作，结尾设置悬念钩子，深度润色去除AI痕迹；当用户要求：写网文、创作小说、分章节写作、连续剧情、章节悬念、长篇小说、番茄/起点/晋江小说时使用。
284,hf-drama-assets,@ihangfeng/hf-drama-assets,512,0,5,enterprise,design-media,航峰汇智,true,北京航峰汇智科技有限公司,,2026-06-02,2026-08-16,1.0.0,根据短剧剧本正文、分剧集分场景镜头列表、人物小传、主要场景信息和其他参考资料，提取并整理短剧资产清单。适用于漫剧、短剧、动画、动态漫画、分镜前期、美术设定和制片资产拆解；输出严格 JSON，包含场景清单、角色清单、道具清单，并为原画师和动画师提供清晰视觉描述。,根据短剧剧本正文、分剧集分场景镜头列表、人物小传、主要场景信息和其他参考资料，提取并整理短剧资产清单。适用于漫剧、短剧、动画、动态漫画、分镜前期、美术设定和制片资产拆解；输出严格 JSON，包含场景清单、角色清单、道具清单，并为原画师和动画师提供清晰视觉描述。
285,tfold-collection-skill,@tencent-adm/tfold-collection-skill,509,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-14,1.0.4,"腾讯健康组学平台(Omics) - tFold Collection (Nextflow) 公共应用合集专用运行助手。腾讯自研抗体/纳米抗体与抗原复合体结构预测深度学习模型仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：tFold Collection (Nextflow), tfold colle","腾讯健康组学平台(Omics) - tFold Collection (Nextflow) 公共应用合集专用运行助手。腾讯自研抗体/纳米抗体与抗原复合体结构预测深度学习模型仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：tFold Collection (Nextflow), tfold colle"
286,yiou-demo-to-tech,@org-nbb03iiz/yiou-demo-to-tech,508,0,1,enterprise,dev-programming,亿欧,true,北京亿欧网盟科技有限公司,,2026-06-04,2026-08-15,1.0.0,,
287,gzh-subscribe-redfox,@redfox-data/gzh-subscribe-redfox,503,0,1,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-16,1.0.5,微信公众号文章订阅 — 每天 6 点，盯梢竞对、同类、关注账号，一份你订阅的公众号文章推送。,微信公众号文章订阅 — 每天 6 点，盯梢竞对、同类、关注账号，一份你订阅的公众号文章推送。
288,suno-pro,@org-0bqts5ar/suno-pro,502,0,2,enterprise,design-media,乐萱同行科技（深圳）有限公司,true,乐萱同行科技（深圳）有限公司,,2026-06-13,2026-08-16,1.3.3,Suno AI音乐入口，支持中文 AI写歌、歌词成曲、BGM、参考音频改编和歌曲生成。,Suno AI音乐入口，支持中文 AI写歌、歌词成曲、BGM、参考音频改编和歌曲生成。
289,guosen-etf-filter,@guosen-securities/guosen-etf-filter,502,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-15,1.0.0,本技能由国信证券股份有限公司研发，提供全市场ETF产品的智能筛选与多维分析服务，是投资者进行ETF投资决策、资产配置的高效工具。,本技能由国信证券股份有限公司研发，提供全市场ETF产品的智能筛选与多维分析服务，是投资者进行ETF投资决策、资产配置的高效工具。
290,health-ai-applications,@efficient-technology/health-ai-applications,498,0,0,enterprise,professional,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-16,1.0.3,AI赋能大健康行业应用技能。为大健康企业提供5层9域62个任务的任务清单与五字段组件清单（必选组件/可选组件/组装顺序/合规约束/格式），涵盖内容创作层（新媒体文案/图片海报/品宣视频）、设计应用层（包装设计/物料设计）、数字营销层（官网优化）、运营管理层（业务管理/售后回复）、教育培训层（课件设计）。每个任务含六类标记的组装顺序、自动化注释、创新方向建议、具体法规合规约束和明确输出格式。支持清单,AI赋能大健康行业应用技能。核心能力：为大健康企业提供5层9域60个任务的自动化执行方案，涵盖内容创作层（新媒体文案/图片海报/品宣视频）、设计应用层（包装设计/物料设计）、数字营销层（官网优化）、运营管理层（业务管理/售后回复）、教育培训层（课件设计）。每个任务包含Domain Payload Generato...
291,douyin-similar-account,@redfox-data/douyin-similar-account,496,0,0,enterprise,content-creation,红狐数据,false,,,2026-06-09,2026-08-16,1.0.2,一键诊断抖音账号运营健康度。基于红狐数据服务获取账号画像与近期作品数据，从账号基础画像、内容生产力、互动健康度、内容质量、内容趋势、粉丝质量六个维度进行量化诊断，输出100分制综合评分、维度得分明细、六类风险预警和针对性优化建议。触发词：当用户提到'诊断抖音账号'、'抖音账号分析'、'抖音体检'、'抖音账号评估'、'查看XX抖音数据'、'分析这个抖音号'时使用,一键诊断抖音账号运营健康度。基于红狐数据服务获取账号画像与近期作品数据，从账号基础画像、内容生产力、互动健康度、内容质量、内容趋势、粉丝质量六个维度进行量化诊断，输出100分制综合评分、维度得分明细、六类风险预警和针对性优化建议。触发词：当用户提到'诊断抖音账号'、'抖音账号分析'、'抖音体检'、'抖音账号评估'、'查看XX抖音数据'、'分析这个抖音号'时使用
292,pdf-batch-master,@org-l7548nxs/pdf-batch-master,491,0,1,enterprise,office-efficiency,长沙煋旺智能科技有限公司,true,长沙煋旺智能科技有限公司,,2026-07-23,2026-08-15,1.0.2,【全功能免费版】PDF批处理·全能转换，一站式PDF处理工具集，支持格式转换、合并拆分、压缩优化、水印添加、表单处理、质量检查、OCR文字识别等20+功能。纯本地运行，零API依赖，全功能免费。当用户需要转换PDF格式、合并拆分PDF、压缩PDF大小、添加水印、处理PDF表单、提取PDF内容、PDF转Word/图片/文本时使用。【煋旺智能·出品】,【全功能免费版】PDF批处理·全能转换，一站式PDF处理工具集，支持格式转换、合并拆分、压缩优化、水印添加、表单处理、质量检查、OCR文字识别等20+功能。纯本地运行，零API依赖，全功能免费。当用户需要转换PDF格式、合并拆分PDF、压缩PDF大小、添加水印、处理PDF表单、提取PDF内容、PDF转Word/图片/文本时使用。【煋旺智能·出品】
293,zhiming-comprehensive,@org-cm0r264r/zhiming-comprehensive,486,0,0,enterprise,life-service,问玄引擎,true,郑州高新技术产业开发区问玄信息技术咨询工作室（个体工商户）,,2026-07-24,2026-08-16,1.0.3,知命八字综合分析（Pay Skill）。在用户提供出生年月日时、性别、阴阳历后，生成 Markdown 综合解读：日主与格局、五行与十神、事业财运与情感倾向、可操作建议。融合书房派与盲派，注入《穷通宝鉴》《子平真诠》《滴天髓》等理论及约1000例归纳知识，并引用规则引擎白盒结论。按次付费。用于自我认知与人生规划参考；非吉凶断语、非决策承诺。,知命八字综合分析（Pay Skill）。在用户提供出生年月日时、性别、阴阳历后，生成 Markdown 综合解读：日主与格局、五行与十神、事业财运与情感倾向、可操作建议。融合书房派与盲派，注入《穷通宝鉴》《子平真诠》《滴天髓》等理论及约1000例归纳知识，并引用规则引擎白盒结论。按次付费。用于自我认知与人生规划参考；非吉凶断语、非决策承诺。
294,alice-fund-compare,@org-r64ixwde/alice-fund-compare,486,0,3,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-15,1.0.1,调用万得 Alice Agent 的「基金对比分析」专业技能，可对多只公募基金进行系统化对比，支持股票型、债券型、混合型、指数型、货币型等基金类型，分析内容覆盖业绩表现、风险指标、持仓结构、基金经理与管理能力等核心维度，并支持客观中立对比与主观倾向性分析，帮助用户进行基金选择、替换评估和组合优化。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acc,调用万得 Alice Agent 的「基金对比分析」专业技能，可对多只公募基金进行系统化对比，支持股票型、债券型、混合型、指数型、货币型等基金类型，分析内容覆盖业绩表现、风险指标、持仓结构、基金经理与管理能力等核心维度，并支持客观中立对比与主观倾向性分析，帮助用户进行基金选择、替换评估和组合优化。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acc
295,marketing-strategy-domain,@efficient-technology/marketing-strategy-domain,485,0,3,enterprise,business-ops,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-16,1.0.1,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。
296,gfstockf10,@org-mijzrode/gfstockf10,485,0,6,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-16,1.0.0,本Skill基于广发证券权威数据接口构建，查询股票基础信息，包含公司全称、板块、上市日期、主营业务、所属行业。,本Skill基于广发证券权威数据接口构建，查询股票基础信息，包含公司全称、板块、上市日期、主营业务、所属行业。
297,tencent-mps-video-dubbing,@tencent-adm/tencent-mps-video-dubbing,485,0,0,enterprise,design-media,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-05-14,2026-08-16,1.0.6,Tencent Cloud MPS 一站式端到端视频译制专用 Skill，在单次任务中**不可拆分**地完成「提取原视频语音/字幕 → 翻译为目标语言 → 压制目标语言字幕 → AI 克隆原声配音」整条跨语言本地化流水线。**触发的硬条件（必须同时满足）：(1) 用户的输入是一段视频；(2) 明确要求变更音视频的语言（翻译 + 配音 / 翻译 + 换语言 / 做成另一语言版本）；(3) 是端到端产,Tencent Cloud MPS 一站式端到端视频译制专用 Skill，在单次任务中**不可拆分**地完成「提取原视频语音/字幕 → 翻译为目标语言 → 压制目标语言字幕 → AI 克隆原声配音」整条跨语言本地化流水线。**触发的硬条件（必须同时满足）：(1) 用户的输入是一段视频；(2) 明确要求变更音视频的语言（翻译 + 配音 / 翻译 + 换语言 / 做成另一语言版本）；(3) 是端到端产
298,kunlun-resume,@kunlungrowth/kunlun-resume,484,0,1,enterprise,content-creation,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-08-16,1.0.0,【简历】企业HR/求职者AI落地演示：把经历与岗位要求对齐，生成结构化、ATS友好、突出价值的简历与求职信，并给出面试准备。昆仑增长企业AI落地服务样例。,【简历】企业HR/求职者AI落地演示：把经历与岗位要求对齐，生成结构化、ATS友好、突出价值的简历与求职信，并给出面试准备。昆仑增长企业AI落地服务样例。
299,hy-mt2-translator,@tencent-adm/hy-mt2-translator,483,0,0,enterprise,knowledge-management,腾讯混元团队,true,腾讯科技（深圳）有限公司,,2026-05-20,2026-08-15,1.0.0,"This skill provides machine translation capabilities based on the Hy-MT2 model. Use for ALL translation requests without exception. Supports 38 languages and 6 translation modes: basic, terminology-co","This skill provides machine translation capabilities based on the Hy-MT2 model. Use for ALL translation requests without exception. Supports 38 languages and 6 translation modes: basic, terminology-co"
300,tencent-saas-docs,@tencent-adm/tencent-saas-docs,482,0,1,enterprise,office-efficiency,腾讯文档团队,true,腾讯科技（深圳）有限公司,,2026-07-01,2026-08-16,1.0.35,"腾讯文档saas版本（saas.docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""saas.docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库","腾讯文档saas版本（saas.docs.qq.com）-在线云文档平台，是创建、编辑、管理文档的首选 skill。涉及""新建/创建/编辑/读取/查看/搜索文档""、""保存文件""、""云文档""、""腾讯文档""、""saas.docs.qq.com""等操作，请优先使用本 skill。支持能力：(1) 创建各类在线文档（文档/Word/Excel/幻灯片/思维导图/流程图/智能表格/收集表）(2) 管理知识库"
301,teacher-lesson-planner,@douease/teacher-lesson-planner,481,0,3,enterprise,education,抖易团队DouEase,true,山东抖易网络科技有限公司,,2026-07-21,2026-08-16,1.0.0,教师备课全流程助手。当用户提到备课、写教案、教学设计、说课稿、公开课、优质课、赛课、磨课、评课、单元教学设计、大单元教学、教学目标、三维目标、核心素养、重难点、学情分析、教学过程、板书设计、作业设计、分层作业、双减作业、课堂提问、导入设计、情境创设、小组合作、教学反思、听课记录、新课标、跨学科主题学习、课件大纲时使用本技能。能力覆盖：一键生成符合新课标的完整教案（教学目标三维/素养表述、重难点定位,教师备课全流程助手。当用户提到备课、写教案、教学设计、说课稿、公开课、优质课、赛课、磨课、评课、单元教学设计、大单元教学、教学目标、三维目标、核心素养、重难点、学情分析、教学过程、板书设计、作业设计、分层作业、双减作业、课堂提问、导入设计、情境创设、小组合作、教学反思、听课记录、新课标、跨学科主题学习、课件大纲时使用本技能。能力覆盖：一键生成符合新课标的完整教案（教学目标三维/素养表述、重难点定位
302,guosen-fund-compare,@guosen-securities/guosen-fund-compare,479,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-15,1.0.0,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。
303,coros,@coros/coros,478,0,0,enterprise,ai-agent,COROS,true,广东高驰运动科技有限公司,,2026-05-27,2026-08-16,1.0.1,"Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway.","Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway."
304,guosen-stock-financial,@guosen-securities/guosen-stock-financial,478,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-15,1.0.0,本技能由国信证券股份有限公司研发，提供上市公司财务数据的查询能力，覆盖 A 股、港股财务三表及核心财务指标，支持多维度数据分析与对比。,本技能由国信证券股份有限公司研发，提供上市公司财务数据的查询能力，覆盖 A 股、港股财务三表及核心财务指标，支持多维度数据分析与对比。
305,douyin-data-method,@efficient-technology/douyin-data-method,477,0,0,enterprise,data-analysis,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-15,1.0.1,抖音数据查询方法。核心能力：通过MaxHub API系统化查询抖音全域数据（视频、用户、搜索、热榜、星图、指数、直播）。覆盖从意图解析、端点匹配、参数构造、API调用、降级切换到数据格式化输出的全流程。7大查询域、每种查询的参数清单与1个完整实战范本。触发词：抖音数据、抖音查询、抖音分析、douyin API、抖...,抖音数据查询方法。核心能力：通过MaxHub API系统化查询抖音全域数据（视频、用户、搜索、热榜、星图、指数、直播）。覆盖从意图解析、端点匹配、参数构造、API调用、降级切换到数据格式化输出的全流程。7大查询域、每种查询的参数清单与1个完整实战范本。触发词：抖音数据、抖音查询、抖音分析、douyin API、抖...
306,workrally-video,@tencent-adm/workrally-video,475,0,3,enterprise,design-media,WorkRally Team,true,腾讯科技（深圳）有限公司,,2026-07-06,2026-08-16,1.0.2,生成视频的付费创作 Skill。当用户要文生视频、图生视频（把单张参考图做成动态），或做动画、短片、动态画面、产品演示等时命中。例：「生成一段城市夜景视频」「做个产品演示动画」「把这张图动起来」。,生成视频的付费创作 Skill。当用户要文生视频、图生视频（把单张参考图做成动态），或做动画、短片、动态画面、产品演示等时命中。例：「生成一段城市夜景视频」「做个产品演示动画」「把这张图动起来」。
307,vibe-coding-rules,@org-121tp3g2/vibe-coding-rules,475,0,1,enterprise,dev-programming,云南躺不平网络科技有限公司,true,云南躺不平网络科技有限公司,,2026-07-06,2026-08-15,1.0.0,"🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）：","🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）："
308,video-transcript-method,@efficient-technology/video-transcript-method,474,0,2,enterprise,data-analysis,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-15,1.0.1,视频文字稿提取方法。核心能力：将任何在线视频的语音内容提取为结构化文字稿（带时间戳+元信息+要点总结）。覆盖从视频URL解析、音频提取、CC字幕检测、Whisper语音识别、元信息获取、语义分段到结构化文字稿输出的全流程。通用方法，不绑定任何特定视频平台。触发词：视频文字稿、视频转文字、字幕提取、语音转录、vid...,视频文字稿提取方法。核心能力：将任何在线视频的语音内容提取为结构化文字稿（带时间戳+元信息+要点总结）。覆盖从视频URL解析、音频提取、CC字幕检测、Whisper语音识别、元信息获取、语义分段到结构化文字稿输出的全流程。通用方法，不绑定任何特定视频平台。触发词：视频文字稿、视频转文字、字幕提取、语音转录、vid...
